系统公告,#genre#
广州新闻,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p10.php?id=xinwen$IPV4•线路16
广州新闻,https://live.lalifeier.eu.org/gztv/xinwen.m3u8?t=1745412757&key=b9d217c5dd99c8bf4288635d9b8ae941$IPV4•线路17
广州新闻,http://61.146.189.78:8000/udp/239.253.43.72:5146$IPV4•线路18
广州新闻,http://119.140.58.125:4434/hls/165/index.m3u8$IPV4•线路19
广州新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=13a7c8&tk=822270345d4c$IPV4•线路20
广州新闻,http://qjrhc.jydjd.top:2911/udp/224.1.100.38:11111$IPV4•线路21
广州新闻,http://125.89.163.44:8888/udp/239.253.43.72:5146$IPV4•线路22
广州新闻,https://live.lalifeier.eu.org/gztv/xinwen.m3u8?t=1743040305&key=3c8961039191d9e34560d0a8a32a3d8d$IPV4•线路23
广州影视频道,http://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=1bd3a1082ab5b89f48c1bff9a3760da4&txTime=18d57929bd4$IPV4•线路1
广州影视频道,https://tencentplaywebsite.gztv.com/live/yingshi.m3u8?txSecret=074974bc25835d38fda6936ae40aabe9&txTime=193108637cb$IPV4•线路2
广州影视频道,http://php.jdshipin.com:8880/gztv.php?id=yingshi#https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=7e9bddad7c8911626ed1d2c09fc605d9&txTime=18d00acf487$IPV4•线路3
广州影视频道,http://tencentplaygzrb01.gztv.com/live/yingshi.m3u8$IPV4•线路4
广州影视频道,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=0674147ee98861c9fa6f58250ae272cd&txTime=194d0c43cd7$IPV4•线路5
广州影视频道,http://tp88.cn/IPTV/guangdong/gztv.php?id=yingshi$IPV4•线路6
广州影视频道,https://live.iill.top/gztv/yingshi$IPV4•线路7
广州影视频道,https://live.lalifeier.eu.org/gztv/yingshi.m3u8?t=1744010833&key=71cac8f06476a8d976422b6a368604ff$IPV4•线路8
广州影视频道,https://tencentplaygsm.gztv.com/live/yingshi.m3u8?txTime=65797d58&txSecret=6fee6e4ead49f4ccfb8113f0a580acb3$IPV4•线路9
广州影视频道,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p10.php?id=jingsai$IPV4•线路10
广州电视台影视频道,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=2b09d952702fe2c67ddad695faa4c27c&txTime=191b5db5ed0$IPV4•线路4
广州电视台法治频道,http://php.jdshipin.com:8880/gztv.php?id=fazhi$IPV4•线路1
广州电视台法治频道,http://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=3e84cd8eba844b5dc2150612295c7a52&txTime=18d578f4493$IPV4•线路2
广州电视台法治频道,http://tencentplaygzrb01.gztv.com/live/fazhi.m3u8$IPV4•线路3
广州电视台法治频道,https://tencentplaygzrb01.gztv.com/live/fazhi.m3u8$IPV4•线路4
广州电视台法治频道,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p10.php?id=fazhi$IPV4•线路5
广州电视台法治频道,https://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=4400d75d2114b2db07d86eda8f8218ee&txTime=191b60ce0f6$IPV4•线路6
广州电视台法治频道,https://live.lalifeier.eu.org/gztv/fazhi.m3u8?t=1744010833&key=d956afc3635b8eaa548ceb0edfa36752$IPV4•线路7
广州南国都市频道,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=babbcbacdbcf13a3311a264e4dd66b8d&txTime=191b60b41a7$IPV4•线路1
广州南国都市频道,https://tencentplaygzrb01.gztv.com/live/nanguodushi.m3u8$IPV4•线路2
广州南国都市频道,http://php.jdshipin.com:8880/gztv.php?id=shenghuo$IPV4•线路3
广州南国都市频道,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p10.php?id=yingshi$IPV4•线路4
4K南国都市频道,http://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=140110ae3d6c936a77f94c4f4d85b0d3&txTime=18d57929bd4$IPV4•线路1
4K南国都市频道,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=625e905c507ada3ba448431044224948&txTime=194d0c43cd7$IPV4•线路2
广州竞赛频道,https://tencentplaywebsite.gztv.com/live/jingsai.m3u8?txSecret=cd5eb475078e689b230ada7df792e4de&txTime=193108637cb$IPV4•线路1
广州竞赛频道,https://tencentplaygzrb01.gztv.com/live/jingsai.m3u8$IPV4•线路2
广州竞赛频道,http://tencentplaygsm.gztv.com/live/jingsai.m3u8$IPV4•线路3
广州竞赛频道,http://php.jdshipin.com:8880/gztv.php?id=jingsai#https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=49c8041461997c7a97dbcc3c7fd11b4f&txTime=18d00acf487$IPV4•线路4
广州竞赛频道,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=a4d04c27d0d1d8b7efef2ed7ff1c3eae&txTime=191b60cc9ca$IPV4•线路5
广州竞赛频道,http://v4d.xiepeiru.top:1123/iptv/gq/GuangZhouJingSai$IPV4•线路6
广州竞赛频道,https://tencentplaygsm.gztv.com/live/jingsai.m3u8?txTime=659e2559&amp;txSecret=067c1cd334fe2f8773d9452993e86c78$IPV4•线路7
广州竞赛频道,https://live.lalifeier.eu.org/gztv/jingsai.m3u8?t=1744010833&key=45f4d4d27da159dc7ae9d31412d3ea48$IPV4•线路8
广州竞赛频道,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8$IPV4•线路9
广东珠江,https://tv.cdn.com.mp/live/gdzj/stream.m3u8$IPV4•线路1
广东珠江,http://1b6467f415.iok.la:9931/tsfile/live/1011_1.m3u8$IPV4•线路2
广东珠江,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj$IPV4•线路3
广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8$IPV4•线路4
广东珠江,http://php.jdshipin.com/PLTV/iptv.php?id=gdzj$IPV4•线路5
广东珠江,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1463&tk=a0c4f6cfaba3$IPV4•线路6
广东珠江,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2277&tk=e640d0a1bf70$IPV4•线路7
广东珠江,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6340&tk=f6cc1e0a0e1a$IPV4•线路8
广东珠江,https://pixman.mytvsuper.com.mp/Smart.php?id=zhujiang$IPV4•线路9
广东珠江,http://cdn2.132.us.kg/live/gdzj/stream.m3u8$IPV4•线路10
广东珠江,http://gmxw.7766.org:808/hls/83/index.m3u8$IPV4•线路11
广东珠江,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7152&tk=b53028476470$IPV4•线路12
广东珠江,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7152&tk=b53028476470$IPV4•线路13
广东珠江,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0724&tk=a0c4f6cfaba3$IPV4•线路14
广东珠江,http://14.212.185.146:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路15
广东珠江,http://120.77.205.62:8087/rtp/239.77.0.1:5146$IPV4•线路16
广东珠江,http://183.11.239.36:808/hls/83/index.m3u8$IPV4•线路17
广东珠江,http://120.77.205.62:8087/rtp/239.77.0.1:5146$IPV4•线路18
广东珠江,http://218.15.183.23:9901/tsfile/live/23009_1.m3u8$IPV4•线路19
广东珠江,http://121.11.160.7:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路20
广东珠江,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6340&tk=f6cc1e0a0e1a$IPV4•线路21
广东珠江,https://ali.hlspull.yximgs.com/live/65tgb6yhn7ujm8ik9ol0p1qaz2wsx3edc4rfv5tgb6yhn7ujm8ik9ol0p1qazwsxsss.flv$IPV4•线路22
广东珠江,http://live.xmcdn.com/live/252/64.m3u8$IPV4•线路23
广东珠江,https://live.ximalaya.com/radio-first-page-app/live/252/64.m3u8?transcode=ts$IPV4•线路24
广东珠江,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6065&tk=a0c4f6cfaba3$IPV4•线路25
广东珠江,http://120.198.101.106:9901/tsfile/live/1010_1.m3u8?key=txiptv$IPV4•线路26
广东珠江,https://live.ximalaya.com/radio-first-page-app/live/252/64.m3u8?transcode=ts$IPV4•线路27
广东珠江,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj$IPV4•线路28
广东珠江,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1ad6f3&tk=822270345d4c$IPV4•线路29
广东珠江,http://183.237.95.108:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路30
广东珠江,http://ku9.3n.cc/smt.php?id=zhujiang$IPV4•线路31
广东珠江,http://121.33.239.242:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路32
广东珠江,http://120.238.94.10:9901/tsfile/live/1009_1.m3u8$IPV4•线路33
广东珠江,http://dx.hdaccp.com:35455/itv/2000000003000000033.m3u8?cdn=hnbblive$IPV4•线路34
广东珠江,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010091/0.m3u8$IPV6•线路35
广东珠江,http://120.238.94.10:9901/tsfile/live/1009_1.m3u8$IPV4•线路36
广东珠江,http://[2409:8087:5e08:24::d]:6610/000000001000/1/2000000003000000033/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000003000000033&yang-1989$IPV6•线路37
广东珠江,http://113.109.248.232:9999/udp/239.77.0.1:5146$IPV4•线路38
广东珠江,http://lu.wqwqwq.sbs/itv/2000000003000000033.m3u8?cdn=hnbblive$IPV4•线路39
广东珠江,http://120.238.84.44:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路40
广东珠江,https://php.17186.eu.org/gdtv/web/gdzj.m3u8$IPV4•线路41
广东珠江,http://113.109.248.232:9999/udp/239.77.0.1:5146$IPV4•线路42
广东珠江,p3p://108.181.32.169:36521/642610780008a811ee09d8b561021b45$IPV4•线路43
广东珠江,http://qjrhc.jydjd.top:2911/udp/224.1.100.23:11111$IPV4•线路44
广东珠江,http://lu.wqwqwq.sbs/itv/2000000003000000033.m3u8?cdn=hnbblive$IPV4•线路45
广东珠江,https://haoyunlai.serv00.net/Smartv-1.php?id=zhujiang$IPV4•线路46
广东珠江,http://gmxw.7766.org:808/hls/83/index.m3u8$IPV4•线路47
广东珠江,http://36.105.100.208:35455/itv/2000000003000000033.m3u8?cdn=hnbblive$IPV4•线路48
广东珠江,http://[2409:8087:5e08:24::d]:6610/000000001000/1/2000000003000000033/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000003000000033&yang-1989$IPV6•线路49
广东珠江,http://php.jdshipin.com:8880/chudian.php?id=gdzj$IPV4•线路50
广东珠江,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=a69f70&tk=822270345d4c$IPV4•线路51
广东珠江,http://119.32.12.17:2901/udp/224.1.100.23:11111$IPV4•线路52
广东珠江,http://14.117.234.37:9000/udp/239.77.0.1:5146$IPV4•线路53
广东珠江,http://qjrhc.jydjd.top:2911/udp/224.1.100.191:11111$IPV4•线路54
广东珠江,http://119.122.214.182:4022/udp/239.77.0.1:5146$IPV4•线路55
广东珠江,https://haoyunlai.serv00.net/Smartv-1.php?id=zhujiang$IPV4•线路56
广东珠江,http://14.112.86.85:4022/udp/239.77.0.1:5146$IPV4•线路57
广东珠江,http://183.3.134.56:9901/tsfile/live/0019_1.m3u8$IPV4•线路58
广东珠江,p3p://173.208.176.178:31809/63fa66de000b08831b5b475e54e67ef1$IPV4•线路59
广东珠江,http://58.252.12.164:8000/udp/239.77.0.1:5146$IPV4•线路60
广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8$IPV4•线路61
广东珠江,http://119.32.12.32:2901/udp/224.1.100.23:11111$IPV4•线路62
广东珠江,http://r.jdshipin.com/sE5vO$IPV4•线路63
广东珠江,http://mzitv.cn:32/tsfile/live/1006_1.m3u8$IPV4•线路64
广东珠江,http://183.3.134.56:9901/tsfile/live/0019_1.m3u8$IPV4•线路65
广东珠江,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=825fae&tk=822270345d4c$IPV4•线路66
广东珠江,http://qjrhc.jydjd.top:2911/udp/224.1.100.23:11111$IPV4•线路67
广东珠江,http://14.117.234.37:9000/udp/239.77.0.1:5146$IPV4•线路68
广东珠江,http://qjrhc.jydjd.top:2911/udp/224.1.100.24:11111$IPV4•线路69
广东珠江,http://home.wwang.pw:35455/itv/2000000003000000033.m3u8?cdn=hnbblive$IPV4•线路70
广东珠江,http://www.xzbn.site:35455/itv/2000000003000000033.m3u8?cdn=hnbblive$IPV4•线路71
广东珠江,http://14.212.185.27:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路72
广东珠江,p3p://173.208.176.178:31809/63fa66de000b08831b5b475e54e67ef1$IPV4•线路73
广东珠江,http://lu.wqwqwq.sbs/itv/2000000003000000033.m3u8?cdn=hnbblive$IPV4•线路74
广东珠江,http://183.11.239.36:808/hls/83/index.m3u8$IPV4•线路75
广东珠江,http://119.122.214.182:4022/udp/239.77.0.1:5146$IPV4•线路76
广东珠江,https://haoyunlai.serv00.net/Smartv-1.php?id=zhujiang$IPV4•线路77
广东珠江,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010091$IPV4•线路78
广东珠江,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000003000000033/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000003000000033&IASHttpSessionId=OTT19019320240419154124000281&yang-1989$IPV6•线路79
广东珠江,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010091/0.m3u8$IPV6•线路80
广东珠江,http://iptv.0564.org:35455/itv/2000000003000000033.m3u8?cdn=hnbblive$IPV4•线路81
广东珠江,http://218.13.14.6:60050/tsfile/live/1018_1.m3u8$IPV4•线路82
广东珠江,http://1b6467f415.iok.la:9931/tsfile/live/1011_1.m3u8$IPV4•线路83
广东珠江,http://36.105.100.208:35455/itv/2000000003000000033.m3u8?cdn=hnbblive$IPV4•线路84
广东珠江,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010091$IPV4•线路85
广东珠江,http://123.254.110.101:5000/2000000003000000033/hnbblive/index.m3u8$IPV4•线路86
广东珠江,http://qjrhc.jydjd.top:2911/udp/224.1.100.24:11111$IPV4•线路87
广东珠江,http://125.89.163.44:8888/udp/239.77.0.1:5146$IPV4•线路88
广东珠江,http://61.146.189.78:8000/udp/239.77.0.1:5146$IPV4•线路89
广东珠江,http://r.jdshipin.com/sE5vO$IPV4•线路90
广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8$IPV4•线路91
广东珠江,http://mh0.asia:35455/itv/1000000004000011655.m3u8?cdn=ystenlive$IPV4•线路92
广东珠江,http://58.252.12.164:8000/udp/239.77.0.1:5146$IPV4•线路93
广东珠江,http://home.wwang.pw:35455/itv/2000000003000000033.m3u8?cdn=hnbblive$IPV4•线路94
广东珠江,https://tv.cdn.com.mp/live/gdzj/stream.m3u8$IPV4•线路95
广东珠江,http://mh0.asia:35455/itv/1000000004000011655.m3u8?cdn=ystenlive$IPV4•线路96
广东珠江,p3p://108.181.32.169:52348/642610780008a811ee09d8b561021b45$IPV4•线路97
广东珠江,http://14.212.185.27:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路98
广东珠江,http://120.238.84.44:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路99
广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/index.m3u8$IPV6•线路100
广东珠江,http://mzitv.cn:32/tsfile/live/1006_1.m3u8$IPV4•线路101
广东珠江,http://cdn2.132.us.kg/live/gdzj/stream.m3u8$IPV4•线路102
广东珠江,http://119.32.12.17:2901/udp/224.1.100.23:11111$IPV4•线路103
广东珠江,http://125.89.163.44:8888/udp/239.77.0.1:5146$IPV4•线路104
广东珠江,http://cdn2.132.us.kg/live/gdzj/stream.m3u8$IPV4•线路105
广东珠江,http://119.140.58.125:4434/hls/26/index.m3u8$IPV4•线路106
广东珠江,http://qjrhc.jydjd.top:2911/udp/224.1.100.191:11111$IPV4•线路107
广东新闻,http://satellitepull.cnr.cn/live/wxgdxwgb/playlist.m3u8$IPV4•线路1
广东新闻,http://120.238.94.10:9901/tsfile/live/1010_1.m3u8$IPV4•线路2
广东新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8637&tk=a0c4f6cfaba3$IPV4•线路3
广东新闻,https://satellitepull.cnr.cn/live/wxgdxwgb/playlist.m3u8$IPV4•线路4
广东新闻,http://218.13.14.6:60050/tsfile/live/1019_1.m3u8$IPV4•线路5
广东新闻,http://183.11.239.36:808/hls/5/index.m3u8$IPV4•线路6
广东新闻,http://gmxw.7766.org:808/hls/5/index.m3u8$IPV4•线路7
广东新闻,http://218.15.183.23:9901/tsfile/live/23010_1.m3u8$IPV4•线路8
广东新闻,http://121.11.160.7:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路9
广东新闻,http://113.101.119.50:808/hls/106/index.m3u8$IPV4•线路10
广东新闻,https://live.ximalaya.com/radio-first-page-app/live/245/64.m3u8?transcode=ts$IPV4•线路11
广东新闻,https://live.ximalaya.com/radio-first-page-app/live/245/64.m3u8?transcode=ts$IPV4•线路12
广东新闻,http://183.237.95.108:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路13
广东新闻,http://183.237.95.108:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路14
广东新闻,http://120.198.101.106:9901/tsfile/live/1013_1.m3u8?key=txiptv$IPV4•线路15
广东新闻,http://1b6467f415.iok.la:9931/tsfile/live/1012_1.m3u8$IPV4•线路16
广东新闻,http://218.15.183.23:9901/tsfile/live/23010_1.m3u8$IPV4•线路17
广东新闻,http://120.198.95.220:9901/tsfile/live/1008_1.m3u8?key=txiptv$IPV4•线路18
广东新闻,http://mom.coms.hk:9901/tsfile/live/1008_1.m3u8$IPV4•线路19
广东新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=ff905c&tk=822270345d4c$IPV4•线路20
广东新闻,http://125.89.163.44:8888/udp/239.77.0.173:5146$IPV4•线路21
广东新闻,http://183.3.134.56:9901/tsfile/live/1005_1.m3u8$IPV4•线路22
广东新闻,https://satellitepull.cnr.cn/live/wxgdxwgb/playlist.m3u8$IPV4•线路23
广东新闻,http://119.32.12.17:2901/udp/224.1.100.5:11111$IPV4•线路24
广东新闻,http://14.212.185.27:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路25
广东新闻,http://mzitv.cn:32/tsfile/live/1007_1.m3u8$IPV4•线路26
广东新闻,http://58.252.12.164:8000/udp/239.77.0.173:5146$IPV4•线路27
广东新闻,http://119.122.214.182:4022/udp/239.77.0.173:5146$IPV4•线路28
广东新闻,http://119.32.12.32:2901/udp/224.1.100.5:11111$IPV4•线路29
广东新闻,http://qjrhc.jydjd.top:2911/udp/224.1.100.5:11111$IPV4•线路30
广东新闻,http://61.146.189.78:8000/udp/239.77.0.173:5146$IPV4•线路31
广东新闻,http://113.109.248.232:9999/udp/239.77.0.173:5146$IPV4•线路32
广东新闻,http://php.jdshipin.com:8880/chudian.php?id=gdxw$IPV4•线路33
广东新闻,http://satellitepull.cnr.cn/live/wxgdxwgb/playlist.m3u8$IPV4•线路34
广东新闻,http://www.zzlag.top:9087/tsfile/live/1034_1.m3u8?key=txiptv$IPV4•线路35
广东新闻,http://120.238.94.10:9901/tsfile/live/1010_1.m3u8$IPV4•线路36
广东新闻,http://120.198.95.220:9901/tsfile/live/1008_1.m3u8?key=txiptv$IPV4•线路37
广东新闻,http://183.237.246.14:9931/tsfile/live/1012_1.m3u8$IPV4•线路38
广东卫视,http://183.11.239.36:808/hls/80/index.m3u8$IPV4•线路1
广东卫视,http://218.13.14.6:60050/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路2
广东卫视,http://my.tmos.cn:15181/chs006.m3u8$IPV4•线路3
广东卫视,http://60.209.125.254:352/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路4
广东卫视,http://183.215.134.239:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路5
广东卫视,http://58.220.219.14:9901/tsfile/live/0125_1.m3u8$IPV4•线路6
广东卫视,http://183.215.134.239:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路7
广东卫视,http://110.80.17.38:9901/tsfile/live/0125_1.m3u8$IPV4•线路8
广东卫视,http://59.39.89.130:60901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路9
广东卫视,http://120.198.95.220:9901/tsfile/live/1006_1.m3u8?key=txiptv$IPV4•线路10
广东卫视,http://182.91.124.224:9901/tsfile/live/1063_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路11
广东卫视,http://123.130.84.106:8154/tsfile/live/0125_1.m3u8$IPV4•线路12
广东卫视,http://116.9.204.242:9901/tsfile/live/0125_2.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路13
广东卫视,http://1b6467f415.iok.la:9931/tsfile/live/1010_1.m3u8$IPV4•线路14
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0360&tk=e640d0a1bf70$IPV4•线路15
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9261&tk=aa0698566417$IPV4•线路16
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1895&tk=f6cc1e0a0e1a$IPV4•线路17
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0917&tk=e640d0a1bf70$IPV4•线路18
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0297&tk=f6cc1e0a0e1a$IPV4•线路19
